,authId,eccs,papers,pianyiliang,Hindex
2758,'auId': 2531127383,223,1,223,1
2304,'auId': 2531205560,24,1,24,1
3847,'auId': 2531323052,84,1,84,1
2200,'auId': 253157154,4,1,4,1
1558,'auId': 2531805628,11,1,11,1
2113,'auId': 2531925597,16,1,16,1
1287,'auId': 2532197536,90,2,45,2
5304,'auId': 2532654731,5,1,5,1
4940,'auId': 253320914,12,1,12,1
5471,'auId': 2533320212,4,1,4,1
1429,'auId': 2533618377,107,2,53.5,2
3219,'auId': 2533981535,2,1,2,1
5254,'auId': 2534489315,27,1,27,1
3679,'auId': 2534668999,12,1,12,1
2348,'auId': 2535375143,2,1,2,1
2237,'auId': 2535460060,66,1,66,1
396,'auId': 2535800772,1,2,0.5,1
3636,'auId': 2535994213,7,1,7,1
4906,'auId': 2535999324,187,1,187,1
1169,'auId': 253602898,4,1,4,1
4821,'auId': 2536385782,82,1,82,1
5744,'auId': 2536694353,6,1,6,1
4724,'auId': 2536766068,2,1,2,1
2004,'auId': 2536893960,12,2,6,2
3318,'auId': 2536979381,0,1,0,0
4913,'auId': 2537502943,14,1,14,1
2916,'auId': 2537526288,8,1,8,1
3072,'auId': 2538039837,28,1,28,1
662,'auId': 2538137217,8,1,8,1
3288,'auId': 2538396711,54,1,54,1
4473,'auId': 2538918163,8,1,8,1
2103,'auId': 2539172777,7,1,7,1
5234,'auId': 2539257312,13,1,13,1
2737,'auId': 2539384097,31,4,7.75,3
1449,'auId': 2539448688,16,1,16,1
3885,'auId': 2539450801,14,1,14,1
4146,'auId': 2540213700,2,1,2,1
5557,'auId': 254054780,711,26,27.35,11
2300,'auId': 2540791478,2,1,2,1
4196,'auId': 2540906380,1,1,1,1
5023,'auId': 2541668170,61,1,61,1
34,'auId': 254211320,9,1,9,1
2605,'auId': 2542417237,1,1,1,1
1046,'auId': 2542447390,25,1,25,1
718,'auId': 2542858300,24,1,24,1
614,'auId': 2543135334,26,1,26,1
279,'auId': 2543635876,15,1,15,1
3247,'auId': 2543901950,4,1,4,1
3813,'auId': 2544005194,76,1,76,1
3538,'auId': 2544040640,6,1,6,1
3565,'auId': 2544607351,26,1,26,1
2220,'auId': 2546219551,25,1,25,1
2001,'auId': 2546615301,17,1,17,1
4263,'auId': 2547126574,3,1,3,1
1849,'auId': 2547428505,74,2,37,2
4482,'auId': 254766753,1243,11,113,8
4513,'auId': 2547911465,2,1,2,1
3491,'auId': 2548220309,1,1,1,1
5113,'auId': 2548266113,5,1,5,1
3759,'auId': 2548512668,1,1,1,1
1865,'auId': 2548768238,81,1,81,1
3581,'auId': 2548933238,8,1,8,1
447,'auId': 2549154749,1,1,1,1
5478,'auId': 2549342750,122,1,122,1
4563,'auId': 2549361999,443,1,443,1
5362,'auId': 2549421764,163,4,40.75,4
5481,'auId': 2549484222,16,1,16,1
1800,'auId': 2549751593,127,1,127,1
5343,'auId': 2549836219,8,1,8,1
4280,'auId': 2549857816,25,1,25,1
5340,'auId': 2549940809,71,1,71,1
2537,'auId': 2549964887,9,1,9,1
838,'auId': 2549997120,87,1,87,1
1828,'auId': 2550146083,1,1,1,1
2813,'auId': 2550204543,182,1,182,1
4367,'auId': 2550212522,9,1,9,1
5144,'auId': 2550264199,5,1,5,1
4003,'auId': 2550290020,5,1,5,1
69,'auId': 2550461567,20,1,20,1
3981,'auId': 2550508167,0,1,0,0
2776,'auId': 2550632119,1,1,1,1
3023,'auId': 2550807355,8,1,8,1
3734,'auId': 2550850099,3,1,3,1
5637,'auId': 2550935183,65,1,65,1
1030,'auId': 2551005728,69,3,23,3
1217,'auId': 2551147592,66,2,33,1
4019,'auId': 2551179120,0,1,0,0
2732,'auId': 2551179872,12,1,12,1
4536,'auId': 2551270720,2,1,2,1
384,'auId': 2551295445,3,1,3,1
4202,'auId': 2551353771,9,1,9,1
2384,'auId': 2551378043,2,1,2,1
2681,'auId': 2551383569,5,1,5,1
2270,'auId': 2551445427,11,1,11,1
4022,'auId': 2551582419,64,1,64,1
3338,'auId': 2551586922,26,1,26,1
3752,'auId': 2551644208,4,1,4,1
775,'auId': 2551740108,1,1,1,1
4140,'auId': 2551776198,86,1,86,1
1237,'auId': 2552221045,1,1,1,1
1898,'auId': 2552348958,2,1,2,1
52,'auId': 2552483622,0,1,0,0
1613,'auId': 2552600348,5,1,5,1
1738,'auId': 2552773882,0,1,0,0
2531,'auId': 2552774594,26,1,26,1
5444,'auId': 2552797595,1,1,1,1
922,'auId': 2552829889,12,1,12,1
2489,'auId': 2553059872,166,6,27.67,4
5561,'auId': 2553242721,7,1,7,1
689,'auId': 2553262320,1,1,1,1
4046,'auId': 2553323723,21,1,21,1
3021,'auId': 2553361570,24,1,24,1
271,'auId': 2553388390,0,1,0,0
2485,'auId': 2553420990,17,1,17,1
2611,'auId': 2553429597,57,1,57,1
5707,'auId': 2553471580,2,1,2,1
1341,'auId': 2553485778,8,1,8,1
1619,'auId': 2553510006,5,1,5,1
335,'auId': 2553704673,12,1,12,1
4945,'auId': 2553786103,9,1,9,1
3715,'auId': 2554170353,2,1,2,1
1994,'auId': 2554562193,7,1,7,1
5136,'auId': 2554808386,15,1,15,1
1706,'auId': 2554816825,0,1,0,0
1832,'auId': 2555113532,3,1,3,1
3878,'auId': 2555237082,6,1,6,1
5640,'auId': 2555305094,65,1,65,1
3026,'auId': 2555322954,4,1,4,1
2265,'auId': 2555355087,26,1,26,1
2418,'auId': 2555463984,0,1,0,0
642,'auId': 2555528179,8,1,8,1
5422,'auId': 2555551261,0,1,0,0
794,'auId': 2555608475,5,1,5,1
1302,'auId': 2555729890,14,1,14,1
2351,'auId': 2555857703,0,1,0,0
4917,'auId': 2555909971,7,1,7,1
2360,'auId': 2556032505,7,1,7,1
889,'auId': 2556056158,11,1,11,1
3929,'auId': 2556099704,7,1,7,1
5040,'auId': 2556191336,12,1,12,1
4348,'auId': 2556478740,27,1,27,1
805,'auId': 2556586456,10,1,10,1
2543,'auId': 2556689749,6,1,6,1
624,'auId': 2556719712,65,1,65,1
4618,'auId': 2556813436,2,1,2,1
5591,'auId': 2557118318,8,1,8,1
3796,'auId': 2557129204,3,1,3,1
1833,'auId': 2557241568,6,1,6,1
5031,'auId': 2557268723,7,2,3.5,2
1269,'auId': 2557474305,25,2,12.5,2
2020,'auId': 2557872195,13,1,13,1
853,'auId': 2557903675,3,1,3,1
3441,'auId': 2557940336,249,3,83,3
1368,'auId': 2558190121,5,1,5,1
2731,'auId': 2558262142,60,3,20,3
1372,'auId': 2558334875,43,2,21.5,2
1318,'auId': 2558393071,4,1,4,1
2233,'auId': 2558456821,190,2,95,2
717,'auId': 2558501541,5,2,2.5,1
4136,'auId': 2558513136,65,1,65,1
1257,'auId': 2558601953,14,1,14,1
812,'auId': 2558780288,3,1,3,1
4831,'auId': 2558851629,115,1,115,1
3045,'auId': 2558867982,1,1,1,1
1804,'auId': 2558960681,33,1,33,1
1862,'auId': 2559082193,6,1,6,1
1953,'auId': 2559106951,0,1,0,0
2841,'auId': 2559218385,99,2,49.5,2
2572,'auId': 2559260476,6,1,6,1
3007,'auId': 2559362001,19,7,2.71,3
4266,'auId': 2559375116,1,1,1,1
4682,'auId': 2559460407,1,1,1,1
1101,'auId': 2559504399,10,1,10,1
3498,'auId': 2559577517,116,1,116,1
3820,'auId': 2559615210,10,1,10,1
1201,'auId': 2559662041,60,1,60,1
3632,'auId': 2559678762,13,1,13,1
1150,'auId': 2559735099,326,1,326,1
3849,'auId': 2559748475,13,1,13,1
566,'auId': 2559755385,2,1,2,1
1485,'auId': 2559798611,4,1,4,1
1084,'auId': 2559927787,2,1,2,1
2045,'auId': 2559964574,0,1,0,0
2327,'auId': 2559977487,111,1,111,1
142,'auId': 2560016600,5,1,5,1
980,'auId': 2560057903,26,1,26,1
5791,'auId': 2560238124,26,1,26,1
84,'auId': 2560314080,2,1,2,1
299,'auId': 2560314603,9,1,9,1
1957,'auId': 2560488780,4,1,4,1
374,'auId': 2560491880,26,1,26,1
1759,'auId': 2560502782,26,1,26,1
2754,'auId': 2560555214,13,1,13,1
494,'auId': 2560562516,5,1,5,1
1033,'auId': 2560578298,1,1,1,1
488,'auId': 2560587394,1,1,1,1
453,'auId': 2560591910,2,2,1,1
1424,'auId': 2560644988,4,1,4,1
4398,'auId': 2560649899,3,1,3,1
5284,'auId': 256065253,6,1,6,1
1692,'auId': 2560652834,0,1,0,0
5148,'auId': 2561225905,16,1,16,1
4981,'auId': 2561260372,16,1,16,1
3408,'auId': 2561349797,53,1,53,1
1789,'auId': 2561385262,0,1,0,0
1270,'auId': 2561444116,9,1,9,1
1184,'auId': 2561563848,3,1,3,1
1172,'auId': 2561812906,25,1,25,1
3352,'auId': 2561981073,19,1,19,1
3261,'auId': 2562039803,51,1,51,1
3115,'auId': 2562048931,171,1,171,1
4604,'auId': 2562050974,0,1,0,0
549,'auId': 2562095157,10,1,10,1
2057,'auId': 2562288032,0,1,0,0
1523,'auId': 2562639649,3,1,3,1
3814,'auId': 2562724346,9,1,9,1
3525,'auId': 2562732332,3,1,3,1
4469,'auId': 2562800981,1,1,1,1
2684,'auId': 2562828138,2,1,2,1
72,'auId': 2563010177,20,1,20,1
4142,'auId': 2563683482,11,1,11,1
1551,'auId': 2563837064,325,1,325,1
5597,'auId': 2564199569,223,1,223,1
1968,'auId': 2564355670,127,1,127,1
1142,'auId': 2564382699,22,1,22,1
3707,'auId': 2564654834,95,1,95,1
4546,'auId': 2565012036,8,1,8,1
2982,'auId': 2565059050,21,1,21,1
65,'auId': 2565059935,10,1,10,1
3359,'auId': 2565275804,61,1,61,1
2067,'auId': 2565453507,2,1,2,1
4141,'auId': 2565504734,4,1,4,1
2361,'auId': 2565518962,10,1,10,1
572,'auId': 2566038908,8,1,8,1
2908,'auId': 2566377763,2,1,2,1
1908,'auId': 2566441055,102,1,102,1
4032,'auId': 2566566947,22,1,22,1
1465,'auId': 2566581843,16,1,16,1
3403,'auId': 2566817753,254,1,254,1
2179,'auId': 2566909730,1,1,1,1
4542,'auId': 2567017075,64,1,64,1
4638,'auId': 2567095887,11,1,11,1
2962,'auId': 2567276930,1,1,1,1
4881,'auId': 256736873,6,2,3,1
283,'auId': 2567377726,0,1,0,0
5142,'auId': 2567419776,0,1,0,0
3508,'auId': 2567436862,1,1,1,1
4081,'auId': 2567453691,5,2,2.5,1
1057,'auId': 2567477679,1,1,1,1
4158,'auId': 2567537115,6,1,6,1
3213,'auId': 2567545693,20,1,20,1
3332,'auId': 2567842847,3,1,3,1
3309,'auId': 2567951345,9,1,9,1
2772,'auId': 2568462937,6,1,6,1
1850,'auId': 2568529339,187,1,187,1
2080,'auId': 2568648777,5,1,5,1
5369,'auId': 2568790952,11,1,11,1
3607,'auId': 2568897045,29,1,29,1
5804,'auId': 2569854819,72,1,72,1
4761,'auId': 2569922160,31,2,15.5,1
5595,'auId': 2570149981,120,1,120,1
2196,'auId': 2570359456,15,2,7.5,2
1456,'auId': 2570376625,6,1,6,1
5028,'auId': 2570678362,13,1,13,1
3648,'auId': 2570901989,11,1,11,1
457,'auId': 2570930702,28,1,28,1
809,'auId': 2570959983,10,1,10,1
4161,'auId': 2570978750,6,1,6,1
3925,'auId': 2571161952,20,1,20,1
637,'auId': 2571162015,16,1,16,1
1695,'auId': 2571204214,25,1,25,1
5716,'auId': 2571248087,4,1,4,1
4304,'auId': 2571267303,3,1,3,1
5003,'auId': 2571606440,12,1,12,1
3195,'auId': 2571664351,1,1,1,1
31,'auId': 2571778523,0,1,0,0
520,'auId': 2571839551,87,1,87,1
2622,'auId': 2572633169,109,1,109,1
602,'auId': 2572636887,10,1,10,1
4055,'auId': 2572674353,0,1,0,0
3306,'auId': 2572760947,10,1,10,1
2510,'auId': 2572965010,7,1,7,1
5756,'auId': 2573308249,1,1,1,1
288,'auId': 2573412085,34,2,17,2
3522,'auId': 257357922,10,1,10,1
5152,'auId': 2573626759,1,1,1,1
648,'auId': 2573652424,2,1,2,1
2633,'auId': 2573719190,1,1,1,1
5692,'auId': 2573951512,13,1,13,1
4023,'auId': 2574108784,1,1,1,1
4607,'auId': 2574283996,11,1,11,1
3667,'auId': 2574305549,337,7,48.14,5
2406,'auId': 2574324135,19,1,19,1
4995,'auId': 2574351458,6,1,6,1
3532,'auId': 2574378839,10,1,10,1
2210,'auId': 2574478223,0,1,0,0
1091,'auId': 2574523186,0,1,0,0
574,'auId': 2574630894,1,1,1,1
3456,'auId': 2574644299,4,1,4,1
3470,'auId': 2574830493,1,1,1,1
3998,'auId': 2575153639,20,1,20,1
598,'auId': 2575503004,166,1,166,1
3860,'auId': 2575631028,2,1,2,1
843,'auId': 2575691475,7,1,7,1
5066,'auId': 2575798457,23,1,23,1
4704,'auId': 2575890941,11,1,11,1
3779,'auId': 2575933554,4,1,4,1
2172,'auId': 2576101553,24,1,24,1
3345,'auId': 2576507855,6,1,6,1
4749,'auId': 2576525821,11,1,11,1
2041,'auId': 2577113343,150,1,150,1
1382,'auId': 2577120195,159,4,39.75,3
4664,'auId': 2577225390,11,1,11,1
1079,'auId': 257753334,124,2,62,2
5278,'auId': 2577634178,16,1,16,1
1834,'auId': 2577700453,171,1,171,1
147,'auId': 2578117694,82,1,82,1
2064,'auId': 2578505499,7,1,7,1
5792,'auId': 2578828903,1,1,1,1
3850,'auId': 2579515696,7,1,7,1
3103,'auId': 2579710081,6,1,6,1
581,'auId': 2579730593,1,1,1,1
5240,'auId': 2579773332,4,1,4,1
4261,'auId': 2579791562,10,1,10,1
1887,'auId': 2579881253,6,1,6,1
233,'auId': 2579924890,3,1,3,1
3132,'auId': 2579960005,25,1,25,1
2677,'auId': 2580298407,5,1,5,1
4190,'auId': 2580323249,9,1,9,1
3913,'auId': 2580350332,60,1,60,1
4366,'auId': 2581227547,0,1,0,0
5486,'auId': 2581417468,83,2,41.5,2
2374,'auId': 2581600188,3,1,3,1
1793,'auId': 2581807858,4,1,4,1
3855,'auId': 2581838053,2,1,2,1
943,'auId': 2581944660,7,1,7,1
2262,'auId': 2582386572,106,3,35.33,3
3572,'auId': 2582462605,30,1,30,1
3477,'auId': 2583233745,19,1,19,1
1486,'auId': 2583329520,6,1,6,1
1749,'auId': 2583425359,3,1,3,1
684,'auId': 2583725377,20,1,20,1
5411,'auId': 2584272670,5,1,5,1
3763,'auId': 2584443984,6,1,6,1
2480,'auId': 2584784699,4,1,4,1
4778,'auId': 2584927184,84,4,21,3
3326,'auId': 2585034765,3,1,3,1
3093,'auId': 2585100476,209,1,209,1
1627,'auId': 2585474206,3,1,3,1
195,'auId': 2585651175,306,13,23.54,8
4349,'auId': 2585925276,9,1,9,1
3170,'auId': 2585967862,34,2,17,2
4786,'auId': 2586078024,3,1,3,1
2925,'auId': 2586120242,150,5,30,4
4773,'auId': 2586275585,1,1,1,1
3755,'auId': 2586659395,3,1,3,1
529,'auId': 2586890906,55,1,55,1
2187,'auId': 2586895085,1001,6,166.83,5
3634,'auId': 2587411154,15,1,15,1
3568,'auId': 2588229764,7,1,7,1
2567,'auId': 2588360585,1,1,1,1
613,'auId': 2588590852,0,1,0,0
1942,'auId': 2589199623,14,1,14,1
739,'auId': 2589313933,5,1,5,1
3435,'auId': 2589577,5,1,5,1
1844,'auId': 2589585669,125,1,125,1
1451,'auId': 2589588625,7,1,7,1
3729,'auId': 2589657369,0,1,0,0
2892,'auId': 2589757035,542,1,542,1
3857,'auId': 2589790855,2,1,2,1
3224,'auId': 2589828931,1,1,1,1
559,'auId': 2589837317,0,1,0,0
5035,'auId': 2589938230,29,2,14.5,2
5623,'auId': 2589941288,483,1,483,1
3069,'auId': 2590018830,5,1,5,1
2548,'auId': 2590148247,54,1,54,1
668,'auId': 2590159046,11,1,11,1
5770,'auId': 2590481854,23,1,23,1
2401,'auId': 259072102,13,2,6.5,2
3446,'auId': 2590734359,3,1,3,1
1580,'auId': 2590936274,4,1,4,1
3496,'auId': 2591008503,207,1,207,1
206,'auId': 2591060587,28,1,28,1
4290,'auId': 2591157040,2,1,2,1
3484,'auId': 2591179876,58,1,58,1
5614,'auId': 2591215827,15,3,5,1
2775,'auId': 2591455705,6,1,6,1
3521,'auId': 2591928658,7,1,7,1
2894,'auId': 2592058957,18,1,18,1
3788,'auId': 259249205,383,13,29.46,11
616,'auId': 2593489564,96,1,96,1
5489,'auId': 2593815946,387,1,387,1
627,'auId': 2594046732,6,1,6,1
3308,'auId': 2594223034,2,1,2,1
2291,'auId': 259445921,85,2,42.5,2
2891,'auId': 2594614588,7,1,7,1
1334,'auId': 2595147726,13,1,13,1
5433,'auId': 2595167656,1,1,1,1
3057,'auId': 2595233980,19,1,19,1
4550,'auId': 2595267479,5,1,5,1
5235,'auId': 2595289749,19,1,19,1
4101,'auId': 2595430682,253,2,126.5,2
3080,'auId': 2595561315,33,2,16.5,2
191,'auId': 2595565930,2,1,2,1
5259,'auId': 2595616102,5,1,5,1
2059,'auId': 2595670283,5,1,5,1
4497,'auId': 2595738330,14,1,14,1
1698,'auId': 2595782783,5,1,5,1
4752,'auId': 2595827792,4,1,4,1
4521,'auId': 2595924236,1,1,1,1
2525,'auId': 2596002989,30,1,30,1
835,'auId': 2596080457,13,1,13,1
3130,'auId': 2596094216,210,4,52.5,3
4722,'auId': 2596245430,62,1,62,1
4247,'auId': 2596438211,1,1,1,1
1097,'auId': 2596821847,4,2,2,1
650,'auId': 2596924932,14,1,14,1
4678,'auId': 2597009668,3,1,3,1
3946,'auId': 2597052044,4,1,4,1
4772,'auId': 2597148736,20,3,6.67,2
3504,'auId': 260487745,20,1,20,1
354,'auId': 260708193,1,1,1,1
881,'auId': 261239512,29,1,29,1
2910,'auId': 261262978,26,2,13,2
3910,'auId': 261369453,20,3,6.67,2
878,'auId': 262901918,83,2,41.5,2
1181,'auId': 263994822,288,4,72,3
3235,'auId': 264739863,14,1,14,1
6,'auId': 26512328,2,2,1,1
1515,'auId': 265232414,86,1,86,1
4037,'auId': 2656460,6,1,6,1
4383,'auId': 265943366,3,1,3,1
334,'auId': 268154561,20,2,10,2
323,'auId': 268204184,93,2,46.5,2
3066,'auId': 268210389,43,2,21.5,2
3999,'auId': 269654135,21,1,21,1
1387,'auId': 270055802,956,18,53.11,13
1672,'auId': 27009298,36,3,12,2
5588,'auId': 270541052,106,1,106,1
3303,'auId': 270740371,42,2,21,2
464,'auId': 270853539,9,1,9,1
412,'auId': 271130660,33,1,33,1
1676,'auId': 271462320,116,3,38.67,3
5172,'auId': 271590092,6,1,6,1
5634,'auId': 272086238,21,1,21,1
634,'auId': 273173487,408,2,204,2
830,'auId': 273196668,31,2,15.5,2
4966,'auId': 273608140,4,1,4,1
721,'auId': 274891381,275,3,91.67,2
5394,'auId': 276030010,21,1,21,1
2153,'auId': 276729633,3,1,3,1
5461,'auId': 27715023,76,2,38,2
4095,'auId': 278086340,2,1,2,1
4741,'auId': 278177626,782,12,65.17,9
440,'auId': 278189939,5,1,5,1
4610,'auId': 278226603,0,1,0,0
3840,'auId': 278261381,16,1,16,1
5163,'auId': 278754694,86,1,86,1
3870,'auId': 278923979,194,2,97,2
5521,'auId': 2791808,139,1,139,1
4828,'auId': 279426188,22,1,22,1
4942,'auId': 279620199,43,6,7.17,4
2286,'auId': 279929255,218,3,72.67,3
1995,'auId': 280422195,0,1,0,0
5052,'auId': 280947557,6,1,6,1
3304,'auId': 281476361,319,7,45.57,7
2598,'auId': 281630119,61,1,61,1
4374,'auId': 282226367,87,1,87,1
2089,'auId': 282524072,11,2,5.5,2
2055,'auId': 282612639,176,2,88,2
5233,'auId': 283042521,19,1,19,1
2222,'auId': 283540956,20,3,6.67,3
5610,'auId': 283729413,29,1,29,1
1896,'auId': 284171264,55,2,27.5,2
3655,'auId': 284285907,21,1,21,1
1824,'auId': 284430083,14,2,7,2
5356,'auId': 284605223,43,3,14.33,3
1141,'auId': 284849352,87,1,87,1
5089,'auId': 284908851,21,3,7,2
3841,'auId': 285482286,0,1,0,0
5569,'auId': 286913512,763,10,76.3,5
3519,'auId': 288218157,3,1,3,1
1062,'auId': 288626473,56,7,8,4
196,'auId': 289005672,487,8,60.88,6
1963,'auId': 289127100,114,4,28.5,3
4412,'auId': 289212482,355,1,355,1
1723,'auId': 290126976,20,1,20,1
3991,'auId': 292626543,3687,3,1229,3
4122,'auId': 293268763,19,2,9.5,2
2148,'auId': 294712978,3,1,3,1
4885,'auId': 29568443,8,2,4,2
3248,'auId': 296948791,10,1,10,1
1897,'auId': 297118547,306,3,102,3
3686,'auId': 297432538,8844,46,192.26,28
2847,'auId': 297547182,167,5,33.4,5
2219,'auId': 297758967,5,1,5,1
1303,'auId': 297818854,426,6,71,6
3595,'auId': 29782173,1,1,1,1
3062,'auId': 299753924,247,6,41.17,5
3837,'auId': 299843568,33,2,16.5,2
3688,'auId': 299879046,73,2,36.5,2
5581,'auId': 300595650,205,1,205,1
1163,'auId': 300690800,25,2,12.5,2
1969,'auId': 301283286,2225,6,370.83,6
1639,'auId': 30211093,19,3,6.33,2
2912,'auId': 302139608,45,4,11.25,4
4063,'auId': 303170550,149,2,74.5,2
1174,'auId': 303470324,3,1,3,1
5729,'auId': 304744359,4,1,4,1
3768,'auId': 305509933,112,1,112,1
3361,'auId': 305572661,9,1,9,1
455,'auId': 305618809,1075,5,215,5
1162,'auId': 305923012,197,1,197,1
3882,'auId': 306583200,5,2,2.5,1
3055,'auId': 306795320,9,3,3,2
4887,'auId': 30689654,43,3,14.33,3
3709,'auId': 307548515,515,10,51.5,8
1066,'auId': 307844215,117,7,16.71,3
2497,'auId': 308948640,72,2,36,2
546,'auId': 309515214,346,5,69.2,4
3260,'auId': 309768842,0,1,0,0
1379,'auId': 310471801,13,1,13,1
5277,'auId': 310552597,8,2,4,1
1029,'auId': 311375655,104,6,17.33,4
3158,'auId': 311657275,56,1,56,1
2135,'auId': 312464776,103,3,34.33,3
239,'auId': 313223763,5,1,5,1
1854,'auId': 31335080,7,1,7,1
2409,'auId': 31351130,113,4,28.25,4
5698,'auId': 315782689,6,1,6,1
1300,'auId': 315919533,0,1,0,0
1756,'auId': 316105680,9,2,4.5,1
2424,'auId': 316691536,29,1,29,1
5602,'auId': 317105621,118,4,29.5,2
308,'auId': 317490117,1,1,1,1
5146,'auId': 320299343,235,4,58.75,3
1027,'auId': 320506402,454,6,75.67,4
2595,'auId': 320773650,2,1,2,1
2108,'auId': 321126301,1082,8,135.25,8
666,'auId': 32126710,89,1,89,1
2443,'auId': 321917523,6,1,6,1
766,'auId': 322723101,2,1,2,1
4840,'auId': 322804077,27,2,13.5,2
1715,'auId': 322836374,1,1,1,1
3678,'auId': 323026139,87,4,21.75,3
3297,'auId': 323250857,56,1,56,1
5542,'auId': 324519408,186,2,93,2
4554,'auId': 324541677,33,1,33,1
1817,'auId': 325932619,6,1,6,1
2794,'auId': 325970166,18,1,18,1
5354,'auId': 326313970,4,1,4,1
976,'auId': 327757988,147,3,49,2
4070,'auId': 328063234,98,5,19.6,4
1582,'auId': 32876970,3,1,3,1
1500,'auId': 331124168,270,1,270,1
3185,'auId': 33241946,2,1,2,1
2859,'auId': 332962150,259,4,64.75,4
3578,'auId': 333203265,8,1,8,1
5285,'auId': 334514527,4,1,4,1
5473,'auId': 334704710,112,1,112,1
5540,'auId': 334758317,7,1,7,1
1453,'auId': 334962772,85,1,85,1
1943,'auId': 335205715,2,1,2,1
5533,'auId': 33526476,16,1,16,1
3721,'auId': 336216937,2,1,2,1
211,'auId': 336820568,4,1,4,1
5639,'auId': 336859262,14,2,7,1
4303,'auId': 337465215,0,1,0,0
3978,'auId': 337671685,936,5,187.2,3
1534,'auId': 337696751,1119,1,1119,1
5525,'auId': 338026688,9,1,9,1
420,'auId': 339370955,4,1,4,1
73,'auId': 33940841,5,2,2.5,1
103,'auId': 339639820,4,1,4,1
167,'auId': 340253981,2503,27,92.7,17
1900,'auId': 341038388,25,1,25,1
5419,'auId': 341066788,16,1,16,1
832,'auId': 341531705,248,3,82.67,3
2947,'auId': 341688178,13,1,13,1
200,'auId': 343082127,3,1,3,1
346,'auId': 343171996,1,1,1,1
2698,'auId': 343336174,82,2,41,2
2017,'auId': 343589990,113,5,22.6,4
276,'auId': 343811326,21,1,21,1
3330,'auId': 343899017,6,1,6,1
4646,'auId': 343997043,11,1,11,1
4633,'auId': 344142627,107,3,35.67,2
3803,'auId': 34490060,34,2,17,2
5158,'auId': 345355483,92,1,92,1
5059,'auId': 346541616,165,1,165,1
1182,'auId': 347933569,0,1,0,0
2662,'auId': 348248771,21,2,10.5,2
3071,'auId': 348962114,26,4,6.5,2
5397,'auId': 349883745,0,1,0,0
4859,'auId': 350196202,147,1,147,1
2699,'auId': 350463533,17,2,8.5,2
3167,'auId': 351034697,113,1,113,1
2285,'auId': 351197510,3903,27,144.56,18
1180,'auId': 35158847,119,3,39.67,3
3,'auId': 352259224,153,1,153,1
578,'auId': 355222742,402,2,201,2
345,'auId': 356043702,48,3,16,3
2742,'auId': 356182455,23,1,23,1
378,'auId': 356610775,2,1,2,1
3178,'auId': 3581285,1,1,1,1
479,'auId': 35872053,20,2,10,2
2620,'auId': 362221392,30,1,30,1
977,'auId': 362486114,323,4,80.75,4
2247,'auId': 36286238,150,4,37.5,3
2498,'auId': 363366491,4,1,4,1
4343,'auId': 364304675,3,2,1.5,1
3489,'auId': 36625720,0,1,0,0
5725,'auId': 36824306,9,1,9,1
722,'auId': 3699069,8,1,8,1
5257,'auId': 371500171,19,1,19,1
3676,'auId': 37172038,46,2,23,2
5291,'auId': 37233224,4,1,4,1
2855,'auId': 373247138,165,3,55,3
1052,'auId': 374770548,124,2,62,2
1409,'auId': 37713566,148,1,148,1
1344,'auId': 37742912,200,9,22.22,7
1911,'auId': 3786149,790,2,395,2
2161,'auId': 37905947,344,1,344,1
2518,'auId': 379109997,15,1,15,1
4565,'auId': 379952728,23,1,23,1
327,'auId': 380445049,97,1,97,1
1,'auId': 383593827,7,1,7,1
5551,'auId': 38845618,164,3,54.67,3
508,'auId': 38970831,500,4,125,4
2509,'auId': 39115121,127,1,127,1
3487,'auId': 3947254,10,1,10,1
5290,'auId': 395389946,4,1,4,1
411,'auId': 395862183,54,1,54,1
1018,'auId': 40102262,35,2,17.5,2
4206,'auId': 40178510,20,2,10,2
5624,'auId': 401833296,2,1,2,1
466,'auId': 404710294,53,3,17.67,3
5494,'auId': 40891565,27,3,9,2
4875,'auId': 416841537,57,1,57,1
15,'auId': 417158606,7,2,3.5,2
3020,'auId': 42138872,134,3,44.67,3
4946,'auId': 427814077,36,3,12,2
2366,'auId': 42781887,6,2,3,2
3417,'auId': 430520212,33,3,11,2
3748,'auId': 431878802,87,3,29,2
5764,'auId': 438929261,8,1,8,1
250,'auId': 440525932,87,1,87,1
5187,'auId': 44745376,0,1,0,0
952,'auId': 44780268,3,2,1.5,1
855,'auId': 44894618,96,1,96,1
3312,'auId': 45152383,10,1,10,1
1391,'auId': 45662283,3,1,3,1
1208,'auId': 45678088,157,2,78.5,2
5776,'auId': 457026902,23,6,3.83,3
5312,'auId': 46106380,203,2,101.5,2
4041,'auId': 46267869,1,1,1,1
5073,'auId': 467511471,44,2,22,2
2175,'auId': 47842845,1,1,1,1
2145,'auId': 4816425,121,1,121,1
4006,'auId': 489297076,71,3,23.67,2
4860,'auId': 492030,11,1,11,1
5516,'auId': 499903789,795,7,113.57,6
1118,'auId': 50079105,19,1,19,1
841,'auId': 50253649,2,1,2,1
5566,'auId': 509127472,20,1,20,1
1240,'auId': 52655922,213,5,42.6,5
3028,'auId': 5273470,74,4,18.5,4
4203,'auId': 527507227,7,2,3.5,1
3070,'auId': 53297445,3,1,3,1
1670,'auId': 54517899,16,2,8,1
4766,'auId': 54648453,96,1,96,1
1971,'auId': 56197593,235,1,235,1
